id,title,handle,product_type,vendor,status,published_at,image_url,tags,body_html,created_at,updated_at
1000270,Western Shirt 26,western-shirt-26,Tops,Northwind Co.,active,2023-11-04T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-26.jpg,"tops,shirts",<p>The Western Shirt 26 by Northwind Co.</p>,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000271,Relaxed Shirt 27,relaxed-shirt-27,Tops,Northwind Co.,active,2022-09-25T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-27.jpg,"tops,shirts",<p>The Relaxed Shirt 27 by Northwind Co.</p>,2022-09-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000272,Oversized Shirt 28,oversized-shirt-28,Tops,Northwind Co.,active,2023-04-14T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-28.jpg,"tops,shirts",<p>The Oversized Shirt 28 by Northwind Co.</p>,2023-04-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000273,Oxford Shirt 29,oxford-shirt-29,Tops,Northwind Co.,active,2023-12-11T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-29.jpg,"tops,shirts",<p>The Oxford Shirt 29 by Northwind Co.</p>,2023-12-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000274,Linen Shirt 30,linen-shirt-30,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-30.jpg,"tops,shirts",<p>The Linen Shirt 30 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000275,Flannel Shirt 31,flannel-shirt-31,Tops,Northwind Co.,active,2022-07-18T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-31.jpg,"tops,shirts",<p>The Flannel Shirt 31 by Northwind Co.</p>,2022-07-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000276,Chambray Shirt 32,chambray-shirt-32,Tops,Northwind Co.,active,2023-02-15T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-32.jpg,"tops,shirts",<p>The Chambray Shirt 32 by Northwind Co.</p>,2023-02-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000277,Western Shirt 33,western-shirt-33,Tops,Northwind Co.,active,2023-01-27T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-33.jpg,"tops,shirts",<p>The Western Shirt 33 by Northwind Co.</p>,2023-01-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000278,Relaxed Shirt 34,relaxed-shirt-34,Tops,Northwind Co.,active,2024-03-06T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-34.jpg,"tops,shirts",<p>The Relaxed Shirt 34 by Northwind Co.</p>,2024-03-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000279,Oversized Shirt 35,oversized-shirt-35,Tops,Northwind Co.,active,2022-11-24T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-35.jpg,"tops,shirts",<p>The Oversized Shirt 35 by Northwind Co.</p>,2022-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000280,Oxford Shirt 36,oxford-shirt-36,Tops,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-36.jpg,"tops,shirts",<p>The Oxford Shirt 36 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000281,Linen Shirt 37,linen-shirt-37,Tops,Northwind Co.,active,2022-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-37.jpg,"tops,shirts",<p>The Linen Shirt 37 by Northwind Co.</p>,2022-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000282,Flannel Shirt 38,flannel-shirt-38,Tops,Northwind Co.,active,2024-06-03T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-38.jpg,"tops,shirts",<p>The Flannel Shirt 38 by Northwind Co.</p>,2024-06-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000283,Chambray Shirt 39,chambray-shirt-39,Tops,Northwind Co.,active,2024-11-01T00:00:00+00:00,https://cdn.northwindco.com/products/chambray-shirt-39.jpg,"tops,shirts",<p>The Chambray Shirt 39 by Northwind Co.</p>,2024-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000284,Western Shirt 40,western-shirt-40,Tops,Northwind Co.,active,2023-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/western-shirt-40.jpg,"tops,shirts",<p>The Western Shirt 40 by Northwind Co.</p>,2023-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000285,Relaxed Shirt 41,relaxed-shirt-41,Tops,Northwind Co.,active,2024-11-02T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-shirt-41.jpg,"tops,shirts",<p>The Relaxed Shirt 41 by Northwind Co.</p>,2024-11-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000286,Oversized Shirt 42,oversized-shirt-42,Tops,Northwind Co.,active,2023-07-13T00:00:00+00:00,https://cdn.northwindco.com/products/oversized-shirt-42.jpg,"tops,shirts",<p>The Oversized Shirt 42 by Northwind Co.</p>,2023-07-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000287,Oxford Shirt 43,oxford-shirt-43,Tops,Northwind Co.,active,2022-07-17T00:00:00+00:00,https://cdn.northwindco.com/products/oxford-shirt-43.jpg,"tops,shirts",<p>The Oxford Shirt 43 by Northwind Co.</p>,2022-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000288,Linen Shirt 44,linen-shirt-44,Tops,Northwind Co.,active,2024-06-06T00:00:00+00:00,https://cdn.northwindco.com/products/linen-shirt-44.jpg,"tops,shirts",<p>The Linen Shirt 44 by Northwind Co.</p>,2024-06-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000289,Flannel Shirt 45,flannel-shirt-45,Tops,Northwind Co.,active,2023-10-24T00:00:00+00:00,https://cdn.northwindco.com/products/flannel-shirt-45.jpg,"tops,shirts",<p>The Flannel Shirt 45 by Northwind Co.</p>,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000290,Slim Jean,slim-jean,Bottoms,Northwind Co.,active,2023-01-21T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean.jpg,"bottoms,jeans",<p>The Slim Jean by Northwind Co.</p>,2023-01-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000291,Straight Jean 2,straight-jean-2,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-2.jpg,"bottoms,jeans",<p>The Straight Jean 2 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000292,Relaxed Jean 3,relaxed-jean-3,Bottoms,Northwind Co.,active,2022-07-23T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-3.jpg,"bottoms,jeans",<p>The Relaxed Jean 3 by Northwind Co.</p>,2022-07-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000293,Tapered Jean 4,tapered-jean-4,Bottoms,Northwind Co.,active,2024-12-17T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-4.jpg,"bottoms,jeans",<p>The Tapered Jean 4 by Northwind Co.</p>,2024-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000294,Wide-Leg Jean 5,wide-leg-jean-5,Bottoms,Northwind Co.,active,2023-04-26T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-5.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 5 by Northwind Co.</p>,2023-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000295,Skinny Jean 6,skinny-jean-6,Bottoms,Northwind Co.,active,2023-08-03T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-6.jpg,"bottoms,jeans",<p>The Skinny Jean 6 by Northwind Co.</p>,2023-08-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000296,Classic Jean 7,classic-jean-7,Bottoms,Northwind Co.,active,2023-07-06T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-7.jpg,"bottoms,jeans",<p>The Classic Jean 7 by Northwind Co.</p>,2023-07-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000297,Slim Jean 8,slim-jean-8,Bottoms,Northwind Co.,active,2023-08-01T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-8.jpg,"bottoms,jeans",<p>The Slim Jean 8 by Northwind Co.</p>,2023-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000298,Straight Jean 9,straight-jean-9,Bottoms,Northwind Co.,active,2024-11-13T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-9.jpg,"bottoms,jeans",<p>The Straight Jean 9 by Northwind Co.</p>,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000299,Relaxed Jean 10,relaxed-jean-10,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-10.jpg,"bottoms,jeans",<p>The Relaxed Jean 10 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000300,Tapered Jean 11,tapered-jean-11,Bottoms,Northwind Co.,active,2023-12-25T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-11.jpg,"bottoms,jeans",<p>The Tapered Jean 11 by Northwind Co.</p>,2023-12-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000301,Wide-Leg Jean 12,wide-leg-jean-12,Bottoms,Northwind Co.,active,2024-06-24T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-12.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 12 by Northwind Co.</p>,2024-06-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000302,Skinny Jean 13,skinny-jean-13,Bottoms,Northwind Co.,active,2023-06-11T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-13.jpg,"bottoms,jeans",<p>The Skinny Jean 13 by Northwind Co.</p>,2023-06-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000303,Classic Jean 14,classic-jean-14,Bottoms,Northwind Co.,active,2024-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-14.jpg,"bottoms,jeans",<p>The Classic Jean 14 by Northwind Co.</p>,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000304,Slim Jean 15,slim-jean-15,Bottoms,Northwind Co.,active,2023-01-18T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-15.jpg,"bottoms,jeans",<p>The Slim Jean 15 by Northwind Co.</p>,2023-01-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000305,Straight Jean 16,straight-jean-16,Bottoms,Northwind Co.,active,2022-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-16.jpg,"bottoms,jeans",<p>The Straight Jean 16 by Northwind Co.</p>,2022-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000306,Relaxed Jean 17,relaxed-jean-17,Bottoms,Northwind Co.,active,2024-06-24T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-17.jpg,"bottoms,jeans",<p>The Relaxed Jean 17 by Northwind Co.</p>,2024-06-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000307,Tapered Jean 18,tapered-jean-18,Bottoms,Northwind Co.,active,2024-10-20T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-18.jpg,"bottoms,jeans",<p>The Tapered Jean 18 by Northwind Co.</p>,2024-10-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000308,Wide-Leg Jean 19,wide-leg-jean-19,Bottoms,Northwind Co.,active,2024-12-17T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-19.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 19 by Northwind Co.</p>,2024-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000309,Skinny Jean 20,skinny-jean-20,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-20.jpg,"bottoms,jeans",<p>The Skinny Jean 20 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000310,Classic Jean 21,classic-jean-21,Bottoms,Northwind Co.,active,2023-06-24T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-21.jpg,"bottoms,jeans",<p>The Classic Jean 21 by Northwind Co.</p>,2023-06-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000311,Slim Jean 22,slim-jean-22,Bottoms,Northwind Co.,active,2022-12-08T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-22.jpg,"bottoms,jeans",<p>The Slim Jean 22 by Northwind Co.</p>,2022-12-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000312,Straight Jean 23,straight-jean-23,Bottoms,Northwind Co.,active,2024-11-25T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-23.jpg,"bottoms,jeans",<p>The Straight Jean 23 by Northwind Co.</p>,2024-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000313,Relaxed Jean 24,relaxed-jean-24,Bottoms,Northwind Co.,active,2024-05-19T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-24.jpg,"bottoms,jeans",<p>The Relaxed Jean 24 by Northwind Co.</p>,2024-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000314,Tapered Jean 25,tapered-jean-25,Bottoms,Northwind Co.,active,2024-06-25T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-25.jpg,"bottoms,jeans",<p>The Tapered Jean 25 by Northwind Co.</p>,2024-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000315,Wide-Leg Jean 26,wide-leg-jean-26,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-26.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 26 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000316,Skinny Jean 27,skinny-jean-27,Bottoms,Northwind Co.,active,2022-06-17T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-27.jpg,"bottoms,jeans",<p>The Skinny Jean 27 by Northwind Co.</p>,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000317,Classic Jean 28,classic-jean-28,Bottoms,Northwind Co.,active,2023-01-13T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-28.jpg,"bottoms,jeans",<p>The Classic Jean 28 by Northwind Co.</p>,2023-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000318,Slim Jean 29,slim-jean-29,Bottoms,Northwind Co.,active,2022-11-26T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-29.jpg,"bottoms,jeans",<p>The Slim Jean 29 by Northwind Co.</p>,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000319,Straight Jean 30,straight-jean-30,Bottoms,Northwind Co.,active,2023-01-04T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-30.jpg,"bottoms,jeans",<p>The Straight Jean 30 by Northwind Co.</p>,2023-01-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000320,Relaxed Jean 31,relaxed-jean-31,Bottoms,Northwind Co.,active,2023-08-07T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-31.jpg,"bottoms,jeans",<p>The Relaxed Jean 31 by Northwind Co.</p>,2023-08-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000321,Tapered Jean 32,tapered-jean-32,Bottoms,Northwind Co.,active,2023-03-20T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-32.jpg,"bottoms,jeans",<p>The Tapered Jean 32 by Northwind Co.</p>,2023-03-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000322,Wide-Leg Jean 33,wide-leg-jean-33,Bottoms,Northwind Co.,active,2023-10-19T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-33.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 33 by Northwind Co.</p>,2023-10-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000323,Skinny Jean 34,skinny-jean-34,Bottoms,Northwind Co.,active,2022-09-02T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-34.jpg,"bottoms,jeans",<p>The Skinny Jean 34 by Northwind Co.</p>,2022-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000324,Classic Jean 35,classic-jean-35,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-35.jpg,"bottoms,jeans",<p>The Classic Jean 35 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000325,Slim Jean 36,slim-jean-36,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-36.jpg,"bottoms,jeans",<p>The Slim Jean 36 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000326,Straight Jean 37,straight-jean-37,Bottoms,Northwind Co.,active,2023-05-22T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-37.jpg,"bottoms,jeans",<p>The Straight Jean 37 by Northwind Co.</p>,2023-05-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000327,Relaxed Jean 38,relaxed-jean-38,Bottoms,Northwind Co.,active,2023-05-21T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-38.jpg,"bottoms,jeans",<p>The Relaxed Jean 38 by Northwind Co.</p>,2023-05-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000328,Tapered Jean 39,tapered-jean-39,Bottoms,Northwind Co.,active,2023-12-01T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-39.jpg,"bottoms,jeans",<p>The Tapered Jean 39 by Northwind Co.</p>,2023-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000329,Wide-Leg Jean 40,wide-leg-jean-40,Bottoms,Northwind Co.,active,2022-11-27T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-40.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 40 by Northwind Co.</p>,2022-11-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000330,Skinny Jean 41,skinny-jean-41,Bottoms,Northwind Co.,active,2023-11-01T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-41.jpg,"bottoms,jeans",<p>The Skinny Jean 41 by Northwind Co.</p>,2023-11-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000331,Classic Jean 42,classic-jean-42,Bottoms,Northwind Co.,active,2022-11-21T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-42.jpg,"bottoms,jeans",<p>The Classic Jean 42 by Northwind Co.</p>,2022-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000332,Slim Jean 43,slim-jean-43,Bottoms,Northwind Co.,active,2023-05-19T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-43.jpg,"bottoms,jeans",<p>The Slim Jean 43 by Northwind Co.</p>,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000333,Straight Jean 44,straight-jean-44,Bottoms,Northwind Co.,active,2024-01-13T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-44.jpg,"bottoms,jeans",<p>The Straight Jean 44 by Northwind Co.</p>,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000334,Relaxed Jean 45,relaxed-jean-45,Bottoms,Northwind Co.,active,2024-08-05T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-45.jpg,"bottoms,jeans",<p>The Relaxed Jean 45 by Northwind Co.</p>,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000335,Tapered Jean 46,tapered-jean-46,Bottoms,Northwind Co.,active,2023-11-15T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-46.jpg,"bottoms,jeans",<p>The Tapered Jean 46 by Northwind Co.</p>,2023-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000336,Wide-Leg Jean 47,wide-leg-jean-47,Bottoms,Northwind Co.,active,2024-01-09T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-47.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 47 by Northwind Co.</p>,2024-01-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000337,Skinny Jean 48,skinny-jean-48,Bottoms,Northwind Co.,active,2023-08-11T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-48.jpg,"bottoms,jeans",<p>The Skinny Jean 48 by Northwind Co.</p>,2023-08-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000338,Classic Jean 49,classic-jean-49,Bottoms,Northwind Co.,active,2024-05-27T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-49.jpg,"bottoms,jeans",<p>The Classic Jean 49 by Northwind Co.</p>,2024-05-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000339,Slim Jean 50,slim-jean-50,Bottoms,Northwind Co.,active,2024-09-03T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-50.jpg,"bottoms,jeans",<p>The Slim Jean 50 by Northwind Co.</p>,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000340,Straight Jean 51,straight-jean-51,Bottoms,Northwind Co.,active,2023-02-24T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-51.jpg,"bottoms,jeans",<p>The Straight Jean 51 by Northwind Co.</p>,2023-02-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000341,Relaxed Jean 52,relaxed-jean-52,Bottoms,Northwind Co.,active,2024-12-01T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-52.jpg,"bottoms,jeans",<p>The Relaxed Jean 52 by Northwind Co.</p>,2024-12-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000342,Tapered Jean 53,tapered-jean-53,Bottoms,Northwind Co.,active,2023-10-05T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-53.jpg,"bottoms,jeans",<p>The Tapered Jean 53 by Northwind Co.</p>,2023-10-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000343,Wide-Leg Jean 54,wide-leg-jean-54,Bottoms,Northwind Co.,active,2022-09-17T00:00:00+00:00,https://cdn.northwindco.com/products/wide-leg-jean-54.jpg,"bottoms,jeans",<p>The Wide-Leg Jean 54 by Northwind Co.</p>,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000344,Skinny Jean 55,skinny-jean-55,Bottoms,Northwind Co.,active,2024-04-13T00:00:00+00:00,https://cdn.northwindco.com/products/skinny-jean-55.jpg,"bottoms,jeans",<p>The Skinny Jean 55 by Northwind Co.</p>,2024-04-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000345,Classic Jean 56,classic-jean-56,Bottoms,Northwind Co.,active,2024-04-20T00:00:00+00:00,https://cdn.northwindco.com/products/classic-jean-56.jpg,"bottoms,jeans",<p>The Classic Jean 56 by Northwind Co.</p>,2024-04-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000346,Slim Jean 57,slim-jean-57,Bottoms,Northwind Co.,active,2023-01-01T00:00:00+00:00,https://cdn.northwindco.com/products/slim-jean-57.jpg,"bottoms,jeans",<p>The Slim Jean 57 by Northwind Co.</p>,2023-01-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000347,Straight Jean 58,straight-jean-58,Bottoms,Northwind Co.,active,2022-06-17T00:00:00+00:00,https://cdn.northwindco.com/products/straight-jean-58.jpg,"bottoms,jeans",<p>The Straight Jean 58 by Northwind Co.</p>,2022-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000348,Relaxed Jean 59,relaxed-jean-59,Bottoms,Northwind Co.,active,2024-02-19T00:00:00+00:00,https://cdn.northwindco.com/products/relaxed-jean-59.jpg,"bottoms,jeans",<p>The Relaxed Jean 59 by Northwind Co.</p>,2024-02-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000349,Tapered Jean 60,tapered-jean-60,Bottoms,Northwind Co.,active,2022-11-20T00:00:00+00:00,https://cdn.northwindco.com/products/tapered-jean-60.jpg,"bottoms,jeans",<p>The Tapered Jean 60 by Northwind Co.</p>,2022-11-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000350,Cargo Pant,cargo-pant,Bottoms,Northwind Co.,active,2023-01-21T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant.jpg,"bottoms,pants",<p>The Cargo Pant by Northwind Co.</p>,2023-01-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000351,Chino Pant 2,chino-pant-2,Bottoms,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-2.jpg,"bottoms,pants",<p>The Chino Pant 2 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000352,Jogger Pant 3,jogger-pant-3,Bottoms,Northwind Co.,active,2024-10-22T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-3.jpg,"bottoms,pants",<p>The Jogger Pant 3 by Northwind Co.</p>,2024-10-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000353,Linen Pant 4,linen-pant-4,Bottoms,Northwind Co.,active,2022-10-01T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-4.jpg,"bottoms,pants",<p>The Linen Pant 4 by Northwind Co.</p>,2022-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000354,Tech Pant 5,tech-pant-5,Bottoms,Northwind Co.,active,2022-07-23T00:00:00+00:00,https://cdn.northwindco.com/products/tech-pant-5.jpg,"bottoms,pants",<p>The Tech Pant 5 by Northwind Co.</p>,2022-07-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000355,Trail Pant 6,trail-pant-6,Bottoms,Northwind Co.,active,2023-04-22T00:00:00+00:00,https://cdn.northwindco.com/products/trail-pant-6.jpg,"bottoms,pants",<p>The Trail Pant 6 by Northwind Co.</p>,2023-04-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000356,Field Pant 7,field-pant-7,Bottoms,Northwind Co.,active,2024-10-27T00:00:00+00:00,https://cdn.northwindco.com/products/field-pant-7.jpg,"bottoms,pants",<p>The Field Pant 7 by Northwind Co.</p>,2024-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000357,Cargo Pant 8,cargo-pant-8,Bottoms,Northwind Co.,active,2024-06-25T00:00:00+00:00,https://cdn.northwindco.com/products/cargo-pant-8.jpg,"bottoms,pants",<p>The Cargo Pant 8 by Northwind Co.</p>,2024-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000358,Chino Pant 9,chino-pant-9,Bottoms,Northwind Co.,active,2024-08-04T00:00:00+00:00,https://cdn.northwindco.com/products/chino-pant-9.jpg,"bottoms,pants",<p>The Chino Pant 9 by Northwind Co.</p>,2024-08-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000359,Jogger Pant 10,jogger-pant-10,Bottoms,Northwind Co.,active,2023-12-13T00:00:00+00:00,https://cdn.northwindco.com/products/jogger-pant-10.jpg,"bottoms,pants",<p>The Jogger Pant 10 by Northwind Co.</p>,2023-12-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000360,Linen Pant 11,linen-pant-11,Bottoms,Northwind Co.,active,2023-03-02T00:00:00+00:00,https://cdn.northwindco.com/products/linen-pant-11.jpg,"bottoms,pants",<p>The Linen Pant 11 by Northwind Co.</p>,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
